기업명,키워드,로고,카테고리,신입연봉,평균연봉,주소,사원수,홈페이지,기업형태,매출액_별도,매출액_연결,사업현황
카카오게임즈,"#캐치추천, #재무평가_상위9%, #주요계열사, #매출5천억이상",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/J88973.jpg,게임,"9,800만원",,"경기 성남시 분당구 판교역로 152, 14층 지도",474명,http://www.kakaogamescorp.com/,대기업,"5,943억",1조 251억,"카카오게임즈는 PC, 콘솔, 모바일 플랫폼에서 게임을 개발하고 글로벌 퍼블리싱 사업을 운영하고 있다.

주요 PC 게임으로는 '카카오 배틀그라운드', '아키에이지', '이터널 리턴', '패스 오브 엑자일' 등이 있으며, 국내외에서 서비스되고 있다. 모바일 게임으로는 '오딘: 발할라 라이징', '아키에이지 워', '아레스: 라이즈 오브 가디언즈', '가디언 테일즈', '에버소울', '우마무스메 프리티 더비' 등이 있다. 이들은 다양한 플랫폼을 통해 제공되고 있다.

또한, 카카오게임즈는 자체 개발한 블록체인 플랫폼 '보라(BORA)'를 통해 '아키월드', '버디샷', '버디스쿼드' 등의 게임으로 블록체인 게임 라인업을 확장하고 있다. 이 외에도 스크린골프와 아웃도어 스포츠 장비 사업을 통해 디지털 게임 사업을 다각화하고 있다."
라인플러스,"#캐치추천, #주요계열사, #매출5천억이상",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/J00182.jpg,포털·플랫폼,"4,733만원","6,279만원",경기 성남시 분당구 황새울로360번길 42 지도,"1,800명",http://www.linepluscorp.com/,대기업,"5,930억","9,027억","라인플러스는 2013년 3월 1일에 설립된 기업으로, 글로벌 모바일 메신저 '라인'을 운영하고 있다. 당사는 일본 사업을 중심으로 글로벌 모바일 메신저, 디지털 콘텐츠, 결제 서비스 등 다양한 플랫폼을 통해 사용자에게 종합적인 디지털 경험을 제공하고 있다.

2023년 라인플러스는 연결 재무제표 기준으로 매출액 9,027억 원, 영업이익 1,640억 원을 기록하며, 2022년 대비 매출이 2.8% 증가하고 영업이익이 두 배 이상 증가하는 성과를 거두었다. 라인플러스의 주요 사업은 글로벌 메신저 앱 LINE 서비스 운영으로, LINE Games와 LINE Family Apps를 통해 게임과 실생활에 유용한 앱도 제공하고 있다.

또한, LINE FRIENDS 캐릭터를 바탕으로 글로벌 팝업 스토어와 테마파크를 통해 캐릭터 사업도 운영하고 있다. 2024년 1월, 라인플러스의 자회사인 라인테크플러스는 핀시아 재단과 클레이튼 재단의 통합을 발표하고 신규 브랜드 '카이아'를 공개하여 블록체인 사업을 확대하고 있다. 이와 함께 본사 라인야후는 네이버와의 시스템 분리를 추진하고 있어 향후 사업 방향에 대한 관심이 높아지고 있다."
카카오CIC,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/JJ4508.jpg,,,,"경기 성남시 분당구 대왕판교로 660, A동 5층 지도",486명,https://www.kakaocommerce.com/,대기업,-,,"카카오CIC는 2018년 12월 3일에 설립되어 인터넷 서비스업, 전자상거래, 유통업, 광고업 등 다양한 사업을 운영하며 빠르게 성장하고 있다. 주요 사업으로는 온라인 서비스와 유통 솔루션을 제공하여 사용자들에게 효율적인 쇼핑 환경을 제공하고 있다. 카카오는 '인플루언서 Pick' 기획전에서 누적 시청자 수 140만 명을 달성하고, 가정의 달 프로모션을 통해 고객 만족도를 높였다.

최근 카카오는 '푸드 위크' 기간 동안 다양한 식품 카테고리의 라이브 기획전을 진행하며 고객에게 신선한 식품을 소개하고, 더현대 서울에서 '나혼렙·망그러진곰' 팝업을 운영하여 오프라인에서도 소비자와의 접점을 확대하고 있다. 이러한 활동은 카카오CIC의 지속적인 성장과 혁신을 나타내며, 앞으로도 다양한 사업 영역에서의 성과가 기대된다."
오아시스,"#재무평가_상위3%, #TOP중견",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/E69642.jpg,,"3,162만원",,경기 성남시 중원구 갈마치로 218 지도,869명,http://www.oasis.co.kr/,중견기업,"4,754억","4,754억","2011년 설립된 오아시스는 설립 초기, 오프라인 매장을 중심으로 유통 및 물류 사업을 영위하고 있었다. 이후 2018년 온라인 시장으로 진출하며 '새벽 배송 3사'로 빠르게 자리잡았다. 당사가 운영하고 있는 온라인 상거래 플랫폼 '오아시스마켓'은 친환경 유기농 신선식품을 중심적으로 판매하고 있으며, 업계 최초로 주 7일 새벽배송 서비스를 도입했다.

최근에는 신선 식품 이외에도 의류, 도서, 반려동물 상품 등 신속 배송이 가능한 상품군을 확장하기 위해 노력하고 있다. 동시에 구독 커머스에도 진출했다. 구독 경제 플랫폼 '구독 Run'을 출시하며 소비자의 선호에 맞춘 꾸러미 상품과 단일 상품을 준비했고, 서비스 안에 소상공인 정기배송관을 별도로 두어 소상공인들의 안정적인 매출확보에도 기여하고 있다."
카카오모빌리티,"#캐치추천, #주요계열사",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/IQ0276.jpg,포털·플랫폼,"4,035만원","8,481만원","경기 성남시 분당구 판교역로 152, 13층 (백현동,알파돔타워) 지도",868명,http://www.kakaomobility.com/,대기업,"3,999억","6,018억","카카오모빌리티는 2017년에 설립된 카카오의 자회사로, 모빌리티 서비스를 중심으로 한 다양한 디지털 플랫폼을 운영하고 있다. 대표적으로 택시 호출 서비스인 '카카오T'를 통해 사용자들에게 편리한 이동 수단을 제공하고 있으며, 이를 기반으로 국내 모빌리티 시장에서 높은 점유율을 차지하고 있다.

카카오모빌리티의 주요 사업은 모빌리티 애플리케이션 '카카오T'를 통한 택시 호출, 대리운전, 주차, 내비게이션 등의 서비스이다. 또한, 2024년 다양한 지역 및 장소 기반의 실시간 커뮤니티 서비스인 '지금여기'를 출시하여 사용자들이 이동 중에도 유용한 정보를 공유하고 즐길 수 있도록 공개 테스트 중이다. 이러한 서비스들은 카카오모빌리티의 기술력을 바탕으로 사용자의 편의를 극대화하는 데 중점을 두고 있다.

2024년 카카오모빌리티는 '카카오T' 구독 서비스인 '카카오T 멤버스'의 시범 운영을 시작했다. 이 구독 서비스는 월 4,900원의 요금으로 택시, 내비게이션, 퀵 서비스 등의 할인 혜택을 제공하며, 사용자들의 서비스 이용 패턴을 분석한 결과를 토대로 설계되었다. 또한, 현대엘리베이터와의 협력을 통해 승강기와 배송 로봇을 연동하는 서비스를 확대하고 있다. 이러한 협력을 통해 카카오모빌리티는 로봇 서비스와 스마트 건물 관리 분야에서도 혁신적인 솔루션을 제공하고 있다."
숲,"#캐치추천, #재무평가_상위1%, #TOP중견",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/619914.jpg,,"4,105만원",,"경기 성남시 분당구 판교로228번길 15, 판교7벤처밸리3 1단지 2동 201호,801호,901호 지도",805명,http://corp.sooplive.co.kr/,중견기업,"3,824억","4,132억","숲은 1인 미디어 플랫폼 'SOOP'을 기반으로 플랫폼과 광고 부문에서 매출을 창출하며, 스트리밍 서비스에 집중하여 국내외 시장을 공략하고 있다. 라이브 커머스, NFT, 메타버스 등 신사업에도 진출하여 포트폴리오를 확장 중이다. 'SOOP'은 별풍선 후원, 스트리머 구독 등의 기부경제선물과 광고 제거 아이템 판매로 전체 매출의 74.5%를 차지한다.

숲은 스트리머의 콘텐츠 제작을 지원하고, 개인화 추천 서비스와 숏폼 VOD 서비스로 사업을 확장했다. 또한, 아마추어 야구, 당구, E스포츠 리그 등 스포츠 콘텐츠에 투자하며, 2023년에는 세계캐롬연맹 대회의 미디어권을 가진 파이브앤식스를 인수해 포트폴리오를 다각화하고 있다.

광고 부문에서는 AAM을 통해 실시간 경매 형식의 플랫폼 광고와 콘텐츠형 광고를 제공하여 매출의 23.7%를 기록하고, 광고 대행사 프리비알 및 디지털 마케팅 에이전시 씨티티디를 인수해 광고 상품 개발을 이어가고 있다."
NHN,"#캐치추천, #재무평가_상위3%, #TOP중견",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/J84229.jpg,게임,"4,604만원","8,137만원",경기 성남시 분당구 대왕판교로645번길 16 지도,892명,http://www.nhn.com/,중견기업,"3,744억","2조 4,561억","NHN의 게임 산업은 모바일게임, 콘솔게임, 아케이드게임, PC게임으로 나뉘며, 국내에서는 제작 및 배급업과 유통 및 소비업으로 구분된다. 현재 NHN은 'PC 게임'과 '모바일게임' 산업에 집중하고 있으며, 자체 개발부터 퍼블리싱까지 다방면으로 게임 사업을 확장하고 있다.

2022년 세계 게임시장은 경기 침체의 영향으로 0.9% 성장에 그쳤으나, 모바일 게임과 콘솔 게임의 성장으로 2025년까지 연평균 4.3% 성장할 것으로 예상된다. 특히 2024년에는 게임시장이 2,264억 달러에 육박할 것으로 전망되며, 게임시장의 성장 가능성에 대한 기대가 모아지고 있다. 2023 대한민국 게임백서에 따르면, 경기 침체와 대안적 엔터테인먼트의 성장으로 2023년 게임시장이 전년 대비 10.9% 감소한 19조 7,900억 원으로 예측되고 있다. 그러나 모바일게임은 서브컬처 및 액션 등의 다양한 장르로 인해 지속적인 성장이 예상된다.

최근 NHN은 좀비 아포칼립스 게임 신작 '다키스트 데이즈'의 비공개 베타 테스트 참여자를 모집했으며, 서브컬처 수집형 RPG '스텔라 판타지', 소셜카지노 장르 신작 '페블시티' 등의 론칭을 목표로 하여 액션·퍼즐·캐주얼·RPG등 인기 장르에 게임 사업을 확장할 예정이다."
위버스컴퍼니,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/JE2970.jpg,솔루션·SI·CRM·ERP,"4,396만원","5,759만원","경기 성남시 분당구 분당내곡로 131, 6층 지도",383명,https://www.weverse.io/,중견기업,"3,379억",,"2018년 설립된 위버스컴퍼니는 글로벌 팬덤 플랫폼 기업으로, 종합 연예 엔터테인먼트 ‘하이브’의 플랫폼 사업 부문을 담당한다. 당사는 팬 및 팬덤 활동에서 겪을 수 있는 문제들을 개선하고 팬들의 경험을 향상하겠다는 목표로 ‘위버스’라는 커뮤니티 앱을 육성해왔다. 위버스에는 하이브 소속 아티스트를 비롯해 YG엔터테인먼트 및 다른 유수 소속사 아티스트들 총 80여팀이 입점해있고, 2022년 10월 말 기준 전 세계 246개의 지역과 국가에서 약 5,000만명의 가입자 수를 확보했다. 위버스는 2022년 상반기 네이버의 온라인 스트리밍 플랫폼 ‘브이라이브’ 사업을 인수해 위버스에 통합시킴으로써 플랫폼 경쟁력을 강화했다.

위버스는 팬들과의 소통을 위한 커뮤니티 앱 기능 수행에 더해 팬 커머스 사업도 영위 중인데, 소속 아티스트의 IP(지식재산권)를 활용해 상품을 만들고 콘텐츠화하여 수익을 창출하는 방식의 커머스 사업이다. 해당 사업은 ‘위버스샵’이라는 이름으로 운영되고 있으며 위버스에 입점한 아티스트의 공식 앨범, 굿즈(상품), 그리고 공연 티켓 등을 판매한다.

2022년 위버스컴퍼니는 글로벌 사업 확대를 위한 거점을 마련하고자 ‘위버스 재팬’과 ‘위버스 아메리카’ 법인을 설립했다. 2023년 2월에는 국내 최초 플랫폼 앨범을 개발한 기업 ‘미니레코드’와 업무협약을 체결했는데, 친환경 앨범이라고도 불리는 ‘플랫폼 앨범’은 일종의 가상 앨범으로 실물이 없고 전용 앱을 통해 앨범을 수집해 음반 청취를 가능케 하며 앨범을 모을수록 해당 앱은 음악 스트리밍 플랫폼으로 기능하게 된다. 양사는 협약을 통해 국내 음반시장에서 사업 협력을 하기로 했으며 미국 빌보드차트, 일본 오리콘차트와 같은 해외 음반시장으로 공동 진출하겠다는 목표를 다졌다."
위메이드,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/164426.jpg,,"4,891만원","7,673만원","경기 성남시 분당구 대왕판교로644번길 49, 코리아벤처타운업무시설 비블럭 지도",521명,http://www.wemade.com/,중견기업,"3,175억","6,053억","위메이드는 창립 초기 '미르의 전설2', '미르의 전설3' 등 정통 MMORPG 장르의 PC 온라인 게임으로 시작하여, 모바일 게임 개발 회사들을 설립하고 투자하며 게임 사업 기반을 구축했다. 2020년 출시한 '미르4'부터는 PC와 모바일에서 모두 플레이 가능한 크로스플레이를 지원하고 있다. 위메이드는 '미르의 전설' IP를 활용한 라이선스 계약을 통해 중국 게임 시장에서 강력한 입지를 다지고 있다.

게임 외에도 웹툰, 웹소설 등으로 라이선스 사업을 확대하고, '위믹스'를 기반으로 블록체인 사업을 확장하며 사업 다각화를 추진하고 있다. 자체 메인넷 '위믹스3.0'을 출시하고, 블록체인 게임 플랫폼 '위믹스 플레이', NFT/DAO 플랫폼 '나일', 탈중앙 금융 플랫폼 '위믹스 파이' 등을 통해 디지털 경제 플랫폼으로 성장하고자 한다.

위메이드는 총 예치 금액 기준으로 전 세계 블록체인 프로젝트 순위 Top10에 선정되었으며, 지속적인 생태계 확장을 통해 세계에서 가장 신뢰받는 블록체인 생태계 중 하나로 자리매김하고 있다."
다우기술,"#재무평가_상위2%, #주요계열사",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/980650.jpg,포털·플랫폼,"5,102만원","8,700만원","경기 성남시 수정구 금토로 69, 4층 (금토동,다우디지털스퀘어) 지도",700명,http://www.daou.co.kr/,중견기업,"3,173억","11조 6,258억","다우기술은 1986년 1월에 설립된 IT 전문 기업으로, 인터넷 서비스, 솔루션, 비즈니스 애플리케이션(Biz App), 인터넷 데이터 센터(IDC) 등 다양한 서비스를 제공하고 있다. 주요 제품으로는 기업의 그룹웨어 및 경영 지원을 통합 제공하는 올인원 업무 플랫폼 '다우오피스', 문자 메시지 발송 플랫폼 '뿌리오', 안전거래 서비스 '유니크로' 등이 있다.

2024년 4월 다우기술은 클라우드 문서 플랫폼 '다우싱크'의 서비스 특허를 취득했으며, 같은 해 3월에는 중소기업 클라우드 서비스 보급 확산 사업의 서비스 공급기업으로 3년 연속 선정되었다. 이를 통해 중소기업의 클라우드 도입을 촉진하고, 다양한 비즈니스 솔루션을 제공하며 시장에서의 입지를 강화하고 있다.

다우기술은 2024년 6월 네이버페이 포인트 PG 연동 서비스를 출시해 자체 포인트 제도를 운영하는 사업자들이 고객에게 네이버페이 포인트를 직접 제공할 수 있도록 지원하고 있다. 또한 5월에는 한일네트웍스와 MOU를 체결하여 양사의 업무시스템을 연동하고, 서비스 사용성을 높이기로 했다. 아울러 온라인 셀러를 위한 '사방넷'의 싱글 요금제를 출시하며 온라인 판매자의 판로 확대를 목표로 하고 있다."
가온그룹,#TOP중견,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/176022.jpg,,"4,404만원","7,000만원","경기 성남시 분당구 성남대로 884-3 (야탑동,가온미디어빌딩) 지도",287명,http://www.kaonmedia.co.kr/,중견기업,"2,890억","4,893억","2001년 설립된 가온그룹은 방송·통신 솔루션 업계의 선도 기업으로, 2011년 국내 최초로 홈게이트웨이 제품을 출시했다. 그 밖에 AI 셋톱박스, 스마트박스 등의 네트워크 장비의 제조 및 판매 사업을 영위하고 있다. 당사는 ‘기가지니’(GiGA Genie)를 KT에 공급하며 세계 최초로 AI 셋톱박스를 상용화하며, 해당 분야에서 특히 두각을 나타내고 있다. AI 셋톱박스란 방송을 수신하는 기능에 스피커, 카메라 등을 통합한 제품으로, 음성인식을 통해 음악, 주문, 비서 등의 다양한 서비스를 제공한다.

최근에는 온라인 가상세계 '메타버스' 구현에 필수적인 기술인 확장현실(XR) 신사업을 추진중에 있다. 확장현실은 가상현실과 증강현실, 혼합현실을 포괄하는 초실감형 기술을 의미한다. 당사는 XR 디바이스인 'XR글라스'를 상용화하여 정부 기관 납품을 앞두고 있으며, 점차 일반 소비자 시장을 타켓으로 사업 영역을 확장할 예정이다."
SK플래닛,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/H77772.jpg,네트워크·통신,"4,415만원","6,249만원",경기 성남시 분당구 판교로 264 지도,695명,http://www.skplanet.com/,대기업,"2,864억",,"SK플래닛은 2011년 10월 5일에 설립된 기업으로, 국내 최대 규모의 마케팅 플랫폼을 운영하고 있다. 소비자와 판매자를 효율적으로 연결하는 기술기반 개방형 플랫폼을 통해 다양한 서비스를 제공하고 있다. SK플래닛은 IoT, Media, AI 등 다양한 영역에서 기술 역량을 발휘하며, 블록체인 기반의 혁신적인 서비스를 선보이고 있다.

최근 SK플래닛은 기상산업대상에서 국무총리상을 수상했으며, 'IoT Awards 2021'에서 과학기술정보통신부 장관 표창을 받는 등 여러 주요 성과를 이루어냈다. 주요 사업으로는 혁신적인 솔루션과 서비스를 제공하여 차별화된 경험과 혜택을 제공하는 것이다. 이에 SK플래닛은 아티스트 차인철과 한정판 NFT 프로모션을 진행하고, 국내 최고 e스포츠단 T1과 NFT 프리퀀시 이벤트를 진행하여 경쟁력을 제고하고 있다.

또한, SK플래닛은 소상공인을 위한 맞춤형 컨설팅을 진행하고 있으며, 중소벤처기업부와 함께 '스마틴 앱 챌린지 2024'를 개최하고 있다. SK플래닛은 지속적으로 다양한 영역에서 기술 혁신을 추구하며, 고객과 파트너에게 더 나은 서비스를 제공하기 위해 노력하고 있다."
네오위즈,"#캐치추천, #재무평가_상위2%, #TOP중견",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/490186.jpg,,"4,363만원","8,200만원",경기 성남시 분당구 대왕판교로645번길 14 지도,955명,http://www.neowiz.com/neowiz,중견기업,"2,842억","3,668억","2007년 설립된 네오위즈는 게임 소프트웨어 개발 및 공급업체이며 캐주얼 게임, 웹보드 개발을 영위하고 있다. 네오위즈의 주요 종속회사로는 ‘게임온’과 ‘티앤케이팩토리’가 있다. ‘게임온’은 일본 내 유명 IP를 소싱하여 네오위즈와 협력해 양질의 게임을 개발하고 있으며, ‘티앤케이팩토리’는 모바일 광고 전문 기업으로 다양한 광고플랫폼을 운영하고 있다.

네오위즈는 글로벌 게임시장을 겨냥하여 다양한 플랫폼에서 카드게임, RPG, 리듬게임, 슈팅, 스포츠 등의 게임을 서비스하고 있다. 네오위즈가 2023년에 출시한 액션 역할수행게임 ‘P의 거짓'은 국내외 시장에서 누적 판매량 100만 장을 돌파했다. 또한 모바일 MMORPG 게임 전문 개발사 파우게임즈’와 폴란드 개발사 'BLANK'의 지분을 취득하여 신규 IP 및 신작 라인업을 확충하였다. 나아가, 본사 사옥을 활용한 임대 사업과 종속회사를 통한 모바일 광고 서비스를 제공하고 있다.

2024년 'P의 거짓'이 '애플 디자인 어워드 2024'에서 '비주얼 및 그래픽' 부문에서 수상했으며, 이와 더불어 네오위즈는 글로벌 시장을 겨냥해 신작 개발에 속도를 높이고 있다. ‘P의 거짓’에 이어 블록버스터급 게임 4종을 3D 그래픽을 기반으로 서로 다른 장르로 제작하고 있다. 언리얼 엔진을 활용한 액션 RPG, 오픈월드 슈터 게임, 대형 PC·콘솔 프로젝트, 언리얼 엔진 기반 신규 FPS 프로젝트 등이 포함된다."
안랩,"#캐치추천, #재무평가_상위1%, #현직자리뷰_상위7%, #TOP중견",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/052194.jpg,,"4,027만원","7,070만원",경기 성남시 분당구 판교역로 220 지도,"1,266명",http://ahnlab.com/,중견기업,"2,330억","2,606억","1995년 설립된 안랩은 글로벌 통합보안 기업이다. 안티바이러스 솔루션의 대명사인 V3 제품군을 비롯해 정보 네트워크 환경에 적합한 보안 솔루션을 개발 공급하고 있으며, 긴급대응조직인 ASEC/CERT에 의해 24시간 365일 악성코드 및 해킹을 실시간 예방/차단하고, 컨설팅-솔루션-관제 등 시큐리티 라이프 사이클 상의 기술과 서비스를 자체 역량으로 제공한다.

안랩의 사업분야는 보안 컨설팅과 보안 관제 등이 있다. 보안 컨설팅은 정부 지정 정보보호컨설팅전문업체로서 보안에 취약한 부분이 있는지 점검 및 대응책을 제시한다. 보안관제는 기업 IT 인프라가 중단 없이 지속적으로 운용될 수 있도록 해킹을 비롯한 네트워크 침해 사고 여부를 24시간 모니터링 및 대응하는 서비스이다. 또한 계열회사를 통하여 일본, 중국의 보안사업을 시행하고 있다. 일본의 경우 모바일 보안 솔루션을 집중적으로 전개하고 있고, 중국에서는 수많은 제조업체가 산재해 있는 점을 감안해 생산라인 보안(EPS/트러스라인)과 네트워크 보안(트러스가드)에 주력하고 있다.

안랩은 2024년 4월 KB국민카드와 협업하여 카드발급 신청 시 고객의 스마트폰이 바이러스나 피싱 앱 등 악성코드에 감염돼 고객정보 유출이 의심되는 경우 자동으로 카드발급을 차단하는 ‘Safe 거래 서비스’를 오픈했다. 안랩의 모바일 금융거래 보안 솔루션 ‘V3 모바일 플러스’의 기능을 활용해 금융거래의 안전성을 한층 더 강화한 것이 특징이다. 안랩이 수집한 신종 바이러스 정보, 악성코드 정보를 실시간으로 제공해 보안 강화에 활용이 가능하다."
섹타나인,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/681007.jpg,솔루션·SI·CRM·ERP,"3,886만원","5,374만원",경기 성남시 중원구 사기막골로31번길 18 지도,300명,http://www.secta9ine.com/,중견기업,"2,324억",,"2006년 설립된 섹타나인은 SPC그룹의 IT 및 마케팅 솔루션 계열사로, 디지털 기술과 혁신적인 마케팅 솔루션을 통해 고객 경험을 향상시키고 있다. 섹타나인은 SPC그룹의 다양한 브랜드와 협력하여 고객 맞춤형 서비스를 제공하며, 해피포인트, 해피라이브, 해피콘, 해피오더 등 SPC통합 서비스를 제공하고 있다.

섹타나인의 주요 사업은 멤버십 마케팅, 모바일 커머스, 딜리버리, 메타버스를 포함하며, 플랫폼, 결제, 솔루션 서비스를 제공한다. 또한, 핀테크 솔루션 개발, 디지털 마케팅, 빅데이터 분석을 통해 고객의 소비 경험 혁신에 주력하고 있다. 섹타나인은 BC카드와 협력하여 선불충전카드 ‘해피페이 카드’를 출시해 소비자에게 계획적인 소비와 다양한 혜택을 제공한다. 이외에도 해피포인트 앱을 통한 간편 결제 서비스 제공 등, 섹타나인은 소비자 편의성을 높이는 다양한 솔루션을 개발하고 있다.

2024년 섹타나인은 글로벌 여가 플랫폼 기업 야놀자와의 협력을 통해 모바일 결제 기반의 고객 경험을 강화했다. 이를 통해 섹타나인은 SPC그룹의 매장뿐만 아니라 야놀자 앱에서도 활용 가능한 새로운 모바일 결제 서비스를 공동 개발 중이다. 또한, 고객 경험을 확장하기 위해 멤버십 제휴와 다양한 디지털 혁신 서비스를 추진하고 있으며, 이를 통해 음식, 문화, 여행 등 다양한 영역에서 차별화된 고객 경험을 제공하고 있다."
케이던스디자인시스템즈아일랜드리미티드,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,"6,256만원",,"경기 성남시 분당구 구미로 8, 5층 지도",145명,http://www.cadence.com/,중소기업,-,,
웹젠,"#재무평가_상위1%, #TOP중견",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/153857.jpg,,"7,067만원",,"경기 성남시 분당구 판교로 242, B동 지도",473명,http://company.webzen.com/,중견기업,"2,179억","2,147억","웹젠은 게임 개발과 서비스업, 지적재산권 라이선스를 주요 사업으로 하고 있다. 판매 조직은 게임사업본부와 IP사업본부로 나뉘어, 자체 서비스, 해외 수출 계약, 게임 IP 제휴 등을 담당한다.

주요 판매 경로는 모바일, 로열티, 온라인 매출로 구분된다. 모바일 매출은 '뮤 모나크', '라그나돌', '어둠의 실력자가 되고 싶어서!', '뮤 오리진3', 'R2M' 등 게임을 각 플랫폼의 애플리케이션 마켓을 통해 제공한다. 로열티 매출은 '뮤 온라인', 'R2', '메틴2' 등 게임을 해외 협력사와 제휴해 서비스하며, IP 제휴를 통해 다양한 게임도 판매하고 있다.

온라인 매출은 '뮤 온라인', 'R2', '샷온라인', '뮤 이그니션2' 등을 자사 서비스로 제공한다. 웹젠은 지속적인 게임 업그레이드와 고객 분석을 통한 이벤트, 다양한 지불 수단 확대를 통해 매출 증대를 추구하고 있다."
다날,"#재무평가_상위4%, #TOP중견",https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/124801.jpg,,"3,583만원","5,766만원","경기 성남시 분당구 분당로 55, 9층 (서현동,분당퍼스트타워) 지도",249명,http://www.danal.co.kr/,중견기업,"2,118억","2,609억","다날은 커머스사업부문, 디지털콘텐츠부문, 프랜차이즈부문, 렌탈서비스, 투자 부문을 주요 사업으로 영위하고 있다. 커머스사업부문은 유무선 결제시스템 및 인증시스템을 구축하며, 소프트웨어 개발과 전자상거래 관련 업무를 수행한다. 주된 업무는 전자지급결제업으로, 국내 점유율 1위인 휴대폰 결제서비스를 비롯한 신용카드, 계좌이체 결제 서비스 제공이다.

디지털콘텐츠부문은 음악, 영상, 캐릭터 콘텐츠, 모바일 콘텐츠와 음원 등을 제작하고 유통한다. 음악 사업은 다양한 장르의 음원과 음반을 제작하여 라이선스를 확보하고, 뉴미디어 사업은 카카오 이모티콘샵 MCP 사업 경험을 통해 MD 상품을 제작하여 출시한다. 유튜브 사업은 전 연령이 즐길 수 있는 영상을 기획하여 다양한 채널에 서비스한다. 프랜차이즈부문은 커피 프랜차이즈와 자동판매기를 운영하며 수익을 얻고 있다."
카카오엔터프라이즈,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0122.jpg,솔루션·SI·CRM·ERP,"4,517만원","5,941만원","경기 성남시 분당구 판교역로 235, 7층 지도",614명,http://www.kakaoenterprise.com/,대기업,"1,787억","1,808억","카카오엔터프라이즈는 카카오의 인공지능(AI) 기반 B2B 비즈니스 자회사로 카카오 사내 독립기업(CIC)로 조직 개편됐던 AI 랩(Lab)이 분사한 회사이다. 2017년 공개한 스마트 스피커 '카카오 미니'를 시작으로 플랫폼·챗봇 등의 개발에 주력하면서 카카오의 각종 서비스에 AI를 더하고 있다.

카카오엔터프라이즈의 주요 서비스는 카카오클라우드, 센터플로우, 카카오i라스 등이 있다. 2023년 당사는 머신러닝 운영 플랫폼인 '카카오 i 머신러닝'을 출시하여, 효율적인 AI 개발 환경과 데이터 수집부터 모델 배포까지 모든 과정을 통합 관리할 수 있는 기능을 제공하고 있다. 또한, 다이소와 블루콘텐츠와 협력하여 AI 컨택센터 '카카오 i 커넥트 센터 SaaS형'을 도입하는 등 다양한 기업에 AI 기술을 적용하고 있다.

카카오엔터프라이즈는 독일에서 열린 '국제 슈퍼컴퓨팅 컨퍼런스'에서 카카오클라우드가 세계 슈퍼컴퓨터 순위 TOP500에 진입하며 44위와 70위를 기록했다. 이 슈퍼컴퓨터들은 각각 21.21PFlops와 15.94PFlops의 성능을 자랑하며, 국내 기업 중에서는 유일하게 클라우드 제공 사업자로서 높은 순위를 차지했다. 특히, 효율성 지표에서도 89.7%와 89.5%를 기록하여 뛰어난 가성비와 완성도를 인정받았다."
